cell,orig.ident,nCount_gene,nFeature_gene,nCount_RNA,nFeature_RNA,sample_id,sample_id_1,tissue_type,Kit_ID,Kit_sample,Seq_Number,Tissue.Type,Prep.Method,Prep.Number,Age,Time.Group,Poor_Read_Number,Moderate_Alignment,Rod_Cells,Possible_Rods,Non_Photoreceptors,Collection_Method,Outliers,VSX2_Outlier,X9_Cluster_Green_Rods,HR_Cluster_LB,HR_Cluster_Black,HR_Cluster_LG,HR_Cluster_DG,HR_Cluster_Pink,Cluster_Color,Fetal_Age,Old_Seq_Number,Old_Seq_Kit_ID,excluded_because,batch,names,type,gene_snn_res.0.2,seurat_clusters,gene_snn_res.0.4,gene_snn_res.0.6,gene_snn_res.0.8,gene_snn_res.1,gene_snn_res.1.2,gene_snn_res.1.4,gene_snn_res.1.6,gene_snn_res.1.8,gene_snn_res.2,read_count,percent.mt,nCount_transcript,nFeature_transcript,transcript_snn_res.0.2,transcript_snn_res.0.4,transcript_snn_res.0.6,transcript_snn_res.0.8,transcript_snn_res.1,transcript_snn_res.1.2,transcript_snn_res.1.4,transcript_snn_res.1.6,transcript_snn_res.1.8,transcript_snn_res.2,ident
ds20181001-0212,ds20181001,346009.8091590705,1125,1508402.50690518,6427,ds20181001-0212,ds20181001-0212,organoid,1C,20,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0212,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.5054367147886388,345473.9892964438,2755,0,0,2,2,0,1,3,2,1,9,1
ds20181001-0213,ds20181001,467974.00325691776,1265,2124705.16779389,7400,ds20181001-0213,ds20181001-0213,organoid,1C,21,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0213,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.7124514193625847,468051.3093630248,3479,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0214,ds20181001,660794.4679168967,1231,2136699.32496632,6619,ds20181001-0214,ds20181001-0214,organoid,1C,22,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0214,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.1841754945433525,660134.4362071789,3137,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0215,ds20181001,699103.9554296474,1269,2433781.89920355,6948,ds20181001-0215,ds20181001-0215,organoid,1C,23,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0215,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.7009634146614684,698004.8966664099,3279,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0216,ds20181001,253852.83455247025,1504,1115859.36195835,8341,ds20181001-0216,ds20181001-0216,organoid,1C,24,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0216,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.17915689250611705,253493.77208560216,3593,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0217,ds20181001,875200.3053902615,1611,3537711.57391707,8895,ds20181001-0217,ds20181001-0217,organoid,1C,25,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0217,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.0458928688724359,874995.9196964547,4734,0,0,6,6,7,4,4,4,3,3,5
ds20181001-0218,ds20181001,693605.7093127558,1303,2575960.66862272,7129,ds20181001-0218,ds20181001-0218,organoid,1C,26,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0218,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.4692890628802797,693038.0618246784,3367,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0219,ds20181001,295069.92136414506,929,1322867.2791583,5407,ds20181001-0219,ds20181001-0219,organoid,1C,27,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0219,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.25017144400158914,294907.94149635476,2060,0,0,2,2,0,1,3,2,1,9,1
ds20181001-0220,ds20181001,474099.72017387813,1138,1804445.84274583,6268,ds20181001-0220,ds20181001-0220,organoid,1C,28,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0220,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.08086180505707569,474707.9405825046,2889,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0221,ds20181001,588741.4493823,1296,2598838.9717753,7264,ds20181001-0221,ds20181001-0221,organoid,1C,29,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0221,PE,0,10,0,1,1,5,5,4,4,9,10,NA,0.529535907417224,588335.3785735415,3290,0,1,0,0,2,2,0,9,10,9,10
ds20181001-0222,ds20181001,496126.5284746886,1066,2000513.40212463,6324,ds20181001-0222,ds20181001-0222,organoid,1C,30,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0222,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.2667260342081212,496943.148960968,2560,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0223,ds20181001,720333.0744277865,1710,3097957.50754966,9803,ds20181001-0223,ds20181001-0223,organoid,1C,31,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0223,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.5556600053426854,719279.592613042,4871,1,1,0,0,3,3,2,1,7,7,4
ds20181001-0224,ds20181001,683869.8069197453,1650,2888072.95962614,9595,ds20181001-0224,ds20181001-0224,organoid,1C,32,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0224,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.46591808263318224,682479.9772293138,4532,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0225,ds20181001,931577.4111426398,1580,3223721.84548956,8312,ds20181001-0225,ds20181001-0225,organoid,1C,33,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0225,PE,3,12,5,5,5,6,7,5,7,4,12,NA,0.21900352690149366,930360.0081665906,4540,3,5,5,5,6,7,7,7,6,6,12
ds20181001-0226,ds20181001,683602.6706402823,1600,3033847.6377229,8923,ds20181001-0226,ds20181001-0226,organoid,1C,34,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0226,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.6211098118837284,682449.6887238197,4347,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0227,ds20181001,670627.8668268269,1340,2805979.55402792,7451,ds20181001-0227,ds20181001-0227,organoid,1C,35,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0227,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.6063832751888449,668383.66975673,3614,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0228,ds20181001,509011.5861878717,1634,2307104.52368434,9527,ds20181001-0228,ds20181001-0228,organoid,1C,36,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0228,PE,0,5,0,6,1,1,6,6,6,6,5,NA,0.40820945863708447,508179.5308899773,4365,0,0,2,2,0,1,3,2,1,1,5
ds20181001-0229,ds20181001,682770.2581651917,1714,3120022.2741895,9691,ds20181001-0229,ds20181001-0229,organoid,1C,37,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0229,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.6037536890587969,681617.431414101,4706,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0230,ds20181001,599645.3947649706,1571,2681174.22125597,8831,ds20181001-0230,ds20181001-0230,organoid,1C,38,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0230,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.2567498132069185,598994.6524516566,4107,0,0,2,2,0,4,4,4,3,3,1
ds20181001-0231,ds20181001,995124.3024903436,1820,3576214.6949728,9955,ds20181001-0231,ds20181001-0231,organoid,1C,39,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0231,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.3926726075937405,993185.3846046249,5114,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0232,ds20181001,594260.5600588401,1194,2686136.24815,7056,ds20181001-0232,ds20181001-0232,organoid,1C,40,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0232,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.36945375370715133,593477.9606635292,3038,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0233,ds20181001,492450.9000015245,1607,2255634.80661041,9015,ds20181001-0233,ds20181001-0233,organoid,1C,41,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0233,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.1884762963449347,490996.4258948964,4346,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0234,ds20181001,518065.986753152,1942,2133952.71806357,10757,ds20181001-0234,ds20181001-0234,organoid,1C,42,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0234,PE,0,7,2,2,2,6,7,0,0,4,7,NA,0.41474166117753786,517396.91283347644,5262,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0235,ds20181001,577891.4837995888,1591,2559446.32820795,9416,ds20181001-0235,ds20181001-0235,organoid,1C,43,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0235,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.8184338510068133,577664.5414420372,4451,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0236,ds20181001,474729.8539311282,1506,2192006.22384031,8653,ds20181001-0236,ds20181001-0236,organoid,1C,44,3,Organoid,Zhong,CS3,84,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0236,PE,0,10,0,1,1,5,5,4,4,9,10,NA,0.09045078544733744,474103.6662155382,4125,0,1,0,0,2,2,0,9,10,9,10
ds20181001-0237,ds20181001,438198.63494978956,1581,1907961.21572522,8915,ds20181001-0237,ds20181001-0237,organoid,1C,45,3,Organoid,Zhong,CS3,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0237,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.559995508835422,437224.6596504462,3928,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0238,ds20181001,815539.1108122712,1800,3431360.1841641,10403,ds20181001-0238,ds20181001-0238,organoid,1C,46,3,Organoid,Zhong,CS3,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0238,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.5489707475225559,813805.9754329098,4723,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0239,ds20181001,750881.3624034886,1521,3349025.24116988,8840,ds20181001-0239,ds20181001-0239,organoid,1C,47,3,Organoid,Zhong,CS3,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0239,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.8139647209655636,750131.3292581877,4234,0,1,0,0,2,2,0,3,2,2,4
ds20181001-0240,ds20181001,406392.89687269885,1052,1998265.54862324,5990,ds20181001-0240,ds20181001-0240,organoid,1C,48,3,Organoid,Zhong,CS3,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0240,PE,1,4,1,0,0,0,5,4,4,5,4,NA,1.1220186600867645,406328.9095732945,2671,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0241,ds20181001,832790.7136852007,1854,3299515.44145869,10615,ds20181001-0241,ds20181001-0241,organoid,1C,49,3,Organoid,Zhong,CS3,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0241,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.2842673406180146,831876.9836345428,5378,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0242,ds20181001,733087.577695147,1336,3479339.22810405,7909,ds20181001-0242,ds20181001-0242,organoid,1C,50,3,Organoid,Zhong,CS3,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0242,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.6950596042333619,732659.0221026759,3495,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0243,ds20181001,746562.9981538652,1734,3323708.15086536,10288,ds20181001-0243,ds20181001-0243,organoid,1C,51,3,Organoid,Zhong,CS3,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0243,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.7870449234187683,746198.3582872893,4959,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0244,ds20181001,603154.7907479558,1385,2744327.01361165,8038,ds20181001-0244,ds20181001-0244,organoid,1C,52,3,Organoid,Zhong,CS3,98,4,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0244,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.9801233915990443,601256.838311057,3883,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0245,ds20181001,908499.1554261296,1412,3258980.93196252,7518,ds20181001-0245,ds20181001-0245,organoid,1C,53,3,Organoid,Zhong,CS2,111,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0245,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.3492509499934458,908202.2607808256,3891,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0246,ds20181001,705554.2940108898,1431,2995651.51030988,7963,ds20181001-0246,ds20181001-0246,organoid,1C,54,3,Organoid,Zhong,CS2,111,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0246,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.5929753018655842,702860.7861544786,3915,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0247,ds20181001,618387.3251607562,1422,2707988.89617342,8035,ds20181001-0247,ds20181001-0247,organoid,1C,55,3,Organoid,Zhong,CS2,111,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0247,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.2688612110157735,617773.2804419565,3535,0,0,6,6,7,4,4,4,3,3,5
ds20181001-0248,ds20181001,726702.9801817188,1521,2879325.3757873,8451,ds20181001-0248,ds20181001-0248,organoid,1C,56,3,Organoid,Zhong,CS2,111,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0248,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.26961588507086803,726214.7843662677,3888,0,2,1,1,9,9,9,10,11,11,5
ds20181001-0249,ds20181001,305879.85810919927,1660,1451787.2222777,9565,ds20181001-0249,ds20181001-0249,organoid,1C,57,3,Organoid,Zhong,CS2,111,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0249,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.24245164941244954,305070.80791433615,4247,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0250,ds20181001,332662.24387939746,972,1343890.30290541,5598,ds20181001-0250,ds20181001-0250,organoid,1C,58,3,Organoid,Zhong,CS2,111,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonPRs,ds20181001_organoid,ds20181001-0250,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.34662887527949426,331722.713850361,2295,0,2,0,1,2,0,0,0,10,9,5
ds20181001-0251,ds20181001,742510.8062264111,1127,2036675.72362284,6606,ds20181001-0251,ds20181001-0251,organoid,1C,59,3,Organoid,Zhong,CS2,111,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0251,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.16438402036450356,742693.9334431426,2964,0,0,6,6,7,4,4,4,3,3,5
ds20181001-0252,ds20181001,518600.06998966186,1260,2412862.17294883,7406,ds20181001-0252,ds20181001-0252,organoid,1C,60,3,Organoid,Zhong,CS2,111,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0252,PE,1,4,1,0,0,0,5,4,4,5,4,NA,1.3510839745910366,517349.2743616534,3393,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0253,ds20181001,646379.4334804927,1477,3056294.00009571,8497,ds20181001-0253,ds20181001-0253,organoid,1C,61,3,Organoid,Zhong,CS2,111,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0253,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.07375333386954419,645827.4893025273,4033,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0254,ds20181001,709987.2250549502,1484,2689599.6581706,8249,ds20181001-0254,ds20181001-0254,organoid,1C,62,3,Organoid,Zhong,CS2,111,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0254,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.21897731485846714,709998.3460528315,4119,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0255,ds20181001,858667.6897417955,1664,2937027.77255821,8913,ds20181001-0255,ds20181001-0255,organoid,1C,63,3,Organoid,Zhong,CS2,111,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0255,PE,3,12,5,5,5,6,7,5,7,4,12,NA,0.7788215507438017,854632.581903878,4733,3,5,5,5,6,7,7,7,6,6,12
ds20181001-0256,ds20181001,724772.7020017918,1564,3404597.96357463,9073,ds20181001-0256,ds20181001-0256,organoid,1C,64,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0256,PE,0,10,0,1,1,5,5,4,4,9,10,NA,0.012879796527758551,723591.6826821495,4228,0,0,6,6,7,4,4,4,3,3,10
ds20181001-0257,ds20181001,1206504.779287578,1749,4523416.67974198,9767,ds20181001-0257,ds20181001-0257,organoid,1C,65,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0257,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.027053066262784208,1205173.803674545,5085,0,0,6,6,7,4,4,4,3,3,5
ds20181001-0258,ds20181001,787726.2199615318,1361,3592709.23763832,7935,ds20181001-0258,ds20181001-0258,organoid,1C,66,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0258,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.36822286364955253,788118.5172705313,3787,0,0,2,2,0,1,3,2,10,9,1
ds20181001-0259,ds20181001,701784.0239498558,1144,3206520.46872344,6552,ds20181001-0259,ds20181001-0259,organoid,1C,67,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0259,PE,1,4,1,0,0,0,5,4,4,5,4,NA,1.0523226668759833,700804.174817717,3000,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0260,ds20181001,471903.290933848,1650,2256930.10744111,9671,ds20181001-0260,ds20181001-0260,organoid,1C,68,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0260,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.5637306320717077,469834.4543929222,4490,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0261,ds20181001,719359.7097184167,1684,3387314.43558344,9906,ds20181001-0261,ds20181001-0261,organoid,1C,69,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0261,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.16833051680656647,718568.3898795994,4469,0,0,6,6,7,4,4,4,3,3,5
ds20181001-0262,ds20181001,672278.4442329986,1858,3047859.37404079,10751,ds20181001-0262,ds20181001-0262,organoid,1C,70,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0262,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.6799227708731637,669784.047823295,5196,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0263,ds20181001,582331.7967198767,1397,2630468.51545449,8102,ds20181001-0263,ds20181001-0263,organoid,1C,71,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0263,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.27785423308849544,579814.8189478623,3404,1,1,0,0,2,2,0,3,2,2,4
ds20181001-0264,ds20181001,1160944.6591718418,1853,4101198.24681793,10024,ds20181001-0264,ds20181001-0264,organoid,1C,72,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0264,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.3394723706460053,1156936.2248143477,5468,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0265,ds20181001,485352.76949236664,1533,2336963.35612951,8826,ds20181001-0265,ds20181001-0265,organoid,1C,73,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0265,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.48081225342811124,483558.06843242917,4141,0,0,2,2,0,1,0,9,10,9,1
ds20181001-0266,ds20181001,594957.8957166362,1657,2769692.24151502,9402,ds20181001-0266,ds20181001-0266,organoid,1C,74,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0266,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.19637700628766752,592290.2999398202,4198,0,0,6,6,7,4,4,4,3,3,5
ds20181001-0267,ds20181001,556831.5943508792,1754,2594281.72268621,10260,ds20181001-0267,ds20181001-0267,organoid,1C,75,3,Organoid,Zhong,CS3,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0267,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.6351858649379649,554054.4690464382,4811,2,4,4,4,5,6,6,6,5,5,1
ds20181001-0268,ds20181001,1025601.6988192247,1766,3634424.78048037,10017,ds20181001-0268,ds20181001-0268,organoid,1C,76,3,Organoid,Zhong,CS2,125,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0268,PE,0,11,0,1,1,1,6,8,6,10,11,NA,0.2378534884972956,1025630.8604599643,4908,0,0,6,6,7,4,4,4,3,3,11
ds20181001-0269,ds20181001,540311.7069110504,1342,2583324.1872678,7690,ds20181001-0269,ds20181001-0269,organoid,1C,77,3,Organoid,Zhong,CS2,125,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0269,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.6667490016800912,538914.7193371251,3087,1,1,0,0,2,2,0,3,2,2,4
