cell,orig.ident,nCount_gene,nFeature_gene,nCount_RNA,nFeature_RNA,sample_id,sample_id_1,tissue_type,Kit_ID,Kit_sample,Seq_Number,Tissue.Type,Prep.Method,Prep.Number,Age,Time.Group,Poor_Read_Number,Moderate_Alignment,Rod_Cells,Possible_Rods,Non_Photoreceptors,Collection_Method,Outliers,VSX2_Outlier,X9_Cluster_Green_Rods,HR_Cluster_LB,HR_Cluster_Black,HR_Cluster_LG,HR_Cluster_DG,HR_Cluster_Pink,Cluster_Color,Fetal_Age,Old_Seq_Number,Old_Seq_Kit_ID,excluded_because,batch,names,type,gene_snn_res.0.2,seurat_clusters,gene_snn_res.0.4,gene_snn_res.0.6,gene_snn_res.0.8,gene_snn_res.1,gene_snn_res.1.2,gene_snn_res.1.4,gene_snn_res.1.6,gene_snn_res.1.8,gene_snn_res.2,read_count,percent.mt,nCount_transcript,nFeature_transcript,transcript_snn_res.0.2,transcript_snn_res.0.4,transcript_snn_res.0.6,transcript_snn_res.0.8,transcript_snn_res.1,transcript_snn_res.1.2,transcript_snn_res.1.4,transcript_snn_res.1.6,transcript_snn_res.1.8,transcript_snn_res.2,ident
ds20181001-0856,ds20181001,1021649.6030950965,1591,4422130.41150809,8532,ds20181001-0856,ds20181001-0856,organoid,3A,88,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0856,PE,1,4,1,0,0,0,3,1,1,1,4,NA,0.17553665373033553,1020875.6273909509,4351,1,1,0,0,3,3,2,1,7,7,4
ds20181001-0857,ds20181001,556393.0272453575,1581,2082179.43496,9130,ds20181001-0857,ds20181001-0857,organoid,3A,89,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0857,PE,2,6,3,3,3,3,1,7,5,7,6,NA,0.7087333736166542,556046.3800183038,4356,2,4,4,4,8,8,8,8,8,8,6
ds20181001-0858,ds20181001,649388.5977709633,1320,2908825.34120133,7466,ds20181001-0858,ds20181001-0858,organoid,3A,90,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0858,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.7276535533348012,648695.12881243,3590,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0859,ds20181001,407226.0403919101,1581,1894749.64111359,9070,ds20181001-0859,ds20181001-0859,organoid,3A,91,3,Organoid,Kuwahara,115,112,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0859,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.52127320203005445,405168.7106627657,4322,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0860,ds20181001,1272153.6240741217,1843,5119768.91038414,10243,ds20181001-0860,ds20181001-0860,organoid,3A,92,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0860,PE,3,12,5,5,5,6,7,5,7,4,12,NA,0.1656307154257694,1272222.9021022143,5660,3,5,5,5,6,7,7,7,6,6,12
ds20181001-0861,ds20181001,822805.8861102189,1870,3277694.70810342,10482,ds20181001-0861,ds20181001-0861,organoid,3A,93,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0861,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.33090976494818936,819467.4597240022,5137,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0862,ds20181001,871082.6128880909,1830,3204504.93753624,10548,ds20181001-0862,ds20181001-0862,organoid,3A,94,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0862,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.7152503081945092,871101.0529320234,5220,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0863,ds20181001,1088053.703395065,1806,4169921.24893122,10508,ds20181001-0863,ds20181001-0863,organoid,3A,95,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0863,PE,2,6,3,3,3,3,1,7,5,7,6,NA,0.6414935011673163,1083124.5677584761,5117,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0864,ds20181001,1301368.7511753917,1608,4838803.6086164,8709,ds20181001-0864,ds20181001-0864,organoid,3A,96,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0864,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.46301721033820686,1297544.8733667685,4323,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0865,ds20181001,338570.55690194253,1409,1635173.76061446,8092,ds20181001-0865,ds20181001-0865,organoid,3B,1,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0865,PE,1,4,1,0,0,0,5,4,4,5,4,NA,0.6449691148982601,337677.6340515352,3658,0,1,0,0,2,2,0,9,10,9,4
ds20181001-0866,ds20181001,260866.90715879312,1494,1233729.3559764,8825,ds20181001-0866,ds20181001-0866,organoid,3B,2,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0866,PE,0,11,0,1,1,1,6,8,5,10,11,NA,0.19149142898538954,260562.47838666214,3859,2,0,2,2,5,6,6,6,5,5,11
ds20181001-0867,ds20181001,716817.1261088251,1319,2758736.76370038,7539,ds20181001-0867,ds20181001-0867,organoid,3B,3,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0867,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.24503417418175952,716754.3538355968,3512,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0868,ds20181001,747906.0726976388,1623,2951811.48790669,9611,ds20181001-0868,ds20181001-0868,organoid,3B,4,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0868,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.2684393808379239,746809.6109696295,4457,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0869,ds20181001,687222.9468199991,1562,3080697.21068865,8972,ds20181001-0869,ds20181001-0869,organoid,3B,5,3,Organoid,Kuwahara,116,113,5,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0869,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.4252941128778658,686768.9397757564,4328,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0870,ds20181001,599212.6667054893,1714,2401911.73517447,9912,ds20181001-0870,ds20181001-0870,organoid,3B,6,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0870,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.3388618992919243,596749.5653839551,4671,2,4,4,4,5,6,6,6,5,5,8
ds20181001-0871,ds20181001,924283.5716140431,1504,3531372.17409545,8483,ds20181001-0871,ds20181001-0871,organoid,3B,7,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0871,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.34227256796672867,920255.4834156495,4109,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0872,ds20181001,779660.7637500721,1377,3029067.66711582,7579,ds20181001-0872,ds20181001-0872,organoid,3B,8,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0872,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.5828277084191351,773901.8533198684,3388,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0873,ds20181001,577403.3847071739,1025,2116520.28706771,6279,ds20181001-0873,ds20181001-0873,organoid,3B,9,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0873,PE,2,6,3,3,3,3,1,7,5,7,6,NA,1.1715885913526747,577166.5881158238,2744,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0874,ds20181001,709808.9659205812,1602,2905379.97181324,9550,ds20181001-0874,ds20181001-0874,organoid,3B,10,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0874,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.4553197987891623,710880.0600845249,4689,2,4,4,4,5,6,6,6,5,5,8
ds20181001-0875,ds20181001,544989.2923265497,1275,2422130.68745353,7290,ds20181001-0875,ds20181001-0875,organoid,3B,11,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0875,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.23348794217142665,544074.6075803229,3248,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0876,ds20181001,907811.8109000053,1672,3430250.93525002,9678,ds20181001-0876,ds20181001-0876,organoid,3B,12,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0876,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.46675415919658114,904299.6368212476,5041,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0877,ds20181001,671968.394385759,1284,2723723.60680193,7059,ds20181001-0877,ds20181001-0877,organoid,3B,13,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0877,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.24542121529475303,672013.9727813938,3216,1,3,3,3,3,3,2,1,9,10,3
ds20181001-0878,ds20181001,566157.6252507474,1368,2621432.07205216,7750,ds20181001-0878,ds20181001-0878,organoid,3B,14,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0878,PE,1,3,4,4,4,4,4,1,1,1,3,NA,0.15237090226597783,564519.86412489,3673,1,3,3,3,3,3,2,1,9,10,3
ds20181001-0879,ds20181001,548576.0155302308,1803,2485667.80253345,10541,ds20181001-0879,ds20181001-0879,organoid,3B,15,3,Organoid,Kuwahara,115,126,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0879,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.2124900718790024,547804.49010741,5013,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0880,ds20181001,814894.8198049187,1400,3539469.36612524,7951,ds20181001-0880,ds20181001-0880,organoid,3B,16,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0880,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.72012298813039,811752.1946672163,3867,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0881,ds20181001,294285.6567230053,1383,1210067.66134076,8240,ds20181001-0881,ds20181001-0881,organoid,3B,17,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0881,PE,2,6,3,3,3,3,1,7,8,7,6,NA,0.8158672590567289,294066.4058976677,3588,2,4,4,4,8,8,8,8,8,8,6
ds20181001-0883,ds20181001,670728.3194674844,1180,2473698.39987235,6497,ds20181001-0883,ds20181001-0883,organoid,3B,19,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0883,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.47400758853648584,669572.5910499869,3267,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0884,ds20181001,571329.858675336,1186,2421493.10374976,6838,ds20181001-0884,ds20181001-0884,organoid,3B,20,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0884,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.5154557070827341,570053.8610654598,2989,1,3,3,3,3,3,2,1,9,10,0
ds20181001-0885,ds20181001,927469.6226389804,1734,3673305.31347106,9883,ds20181001-0885,ds20181001-0885,organoid,3B,21,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0885,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.4745415351583632,926776.0377295017,4850,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0886,ds20181001,623780.4566277809,1249,2580154.906498,7319,ds20181001-0886,ds20181001-0886,organoid,3B,22,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0886,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.5256814160451052,621129.406786081,3328,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0887,ds20181001,814936.9487631657,1538,3001492.25845301,9184,ds20181001-0887,ds20181001-0887,organoid,3B,23,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0887,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.7679867624552706,814256.6930645744,4295,2,4,4,4,5,6,6,6,5,5,6
ds20181001-0888,ds20181001,596216.3018804574,1286,2706709.84719372,7457,ds20181001-0888,ds20181001-0888,organoid,3B,24,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonPRs,ds20181001_organoid,ds20181001-0888,PE,0,10,0,0,0,5,5,4,4,9,10,NA,0.17703694538224318,595247.8445589182,3334,0,1,0,0,2,2,0,3,2,2,10
ds20181001-0889,ds20181001,546272.2836449844,1460,2072234.16456865,8427,ds20181001-0889,ds20181001-0889,organoid,3B,25,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0889,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.6007165886858847,545981.8500460981,4054,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0890,ds20181001,615649.0552913756,1396,2366063.92626403,8146,ds20181001-0890,ds20181001-0890,organoid,3B,26,3,Organoid,Kuwahara,116,127,6,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0890,PE,2,6,3,3,3,3,1,7,5,7,6,NA,0.14636775767655025,614891.9995899888,3886,2,4,4,4,8,8,8,8,8,8,6
ds20181001-0891,ds20181001,828119.0451696906,1798,3098276.42623249,10424,ds20181001-0891,ds20181001-0891,organoid,3B,27,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0891,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.40027529989718524,827286.0418473142,5246,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0892,ds20181001,708919.2179576347,1382,3041608.00506691,7794,ds20181001-0892,ds20181001-0892,organoid,3B,28,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0892,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.19328319098299548,708004.7830312308,3890,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0893,ds20181001,979429.1442479742,1150,3318909.11073929,6460,ds20181001-0893,ds20181001-0893,organoid,3B,29,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0893,PE,1,0,4,4,4,4,4,3,3,2,0,NA,1.2954919062774661,977092.8562619267,3025,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0894,ds20181001,816757.1113058175,1598,3066893.56802158,9324,ds20181001-0894,ds20181001-0894,organoid,3B,30,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0894,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.28251288847013667,815123.4228949203,4184,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0895,ds20181001,1037771.9559155939,1424,3816064.39109167,7970,ds20181001-0895,ds20181001-0895,organoid,3B,31,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0895,PE,2,6,3,3,3,3,1,8,5,7,6,NA,0.8623047322510586,1037451.2476140877,3902,2,4,4,4,8,8,8,8,8,8,6
ds20181001-0896,ds20181001,730683.2407339002,1638,2993589.701913,9258,ds20181001-0896,ds20181001-0896,organoid,3B,32,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0896,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.1817166167520632,730231.5757736523,4441,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0897,ds20181001,380060.2198147201,1466,1417505.15079085,8744,ds20181001-0897,ds20181001-0897,organoid,3B,33,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0897,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.295569190753958,379685.4919158841,3963,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0898,ds20181001,331228.7980801956,1511,1308607.86144875,9025,ds20181001-0898,ds20181001-0898,organoid,3B,34,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0898,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.4948521155926473,330709.3894516401,4053,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0899,ds20181001,290756.5669022003,1464,1224067.04793791,8741,ds20181001-0899,ds20181001-0899,organoid,3B,35,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0899,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.3729903571955328,290096.45828446856,3908,2,4,4,4,5,6,6,6,5,5,8
ds20181001-0900,ds20181001,571070.9628634657,1202,2577243.96948622,6778,ds20181001-0900,ds20181001-0900,organoid,3B,36,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0900,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.4585114899462651,569980.0362022646,3173,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0901,ds20181001,771938.1046077184,1318,3185258.77052838,7486,ds20181001-0901,ds20181001-0901,organoid,3B,37,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0901,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.4612275290302195,769525.1487011594,3781,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0902,ds20181001,702095.9140013745,1104,2913379.911357,6413,ds20181001-0902,ds20181001-0902,organoid,3B,38,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0902,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.5251377317812806,701534.3963927607,3024,1,3,3,3,3,3,2,1,9,10,3
ds20181001-0903,ds20181001,977000.7940935907,1516,3602784.69526417,8880,ds20181001-0903,ds20181001-0903,organoid,3B,39,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0903,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.4981371119542627,976220.7328033875,4407,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0904,ds20181001,1020463.3854510532,1676,4342782.05221964,9746,ds20181001-0904,ds20181001-0904,organoid,3B,40,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0904,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.4878724784714095,1019849.5284378418,4900,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0905,ds20181001,349225.0161090741,1359,1344421.55073021,7708,ds20181001-0905,ds20181001-0905,organoid,3B,41,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0905,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.52948873294159,349067.9363334027,3608,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0906,ds20181001,727631.1350910617,986,2815770.50849576,5592,ds20181001-0906,ds20181001-0906,organoid,3B,42,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0906,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.41625533121483804,726503.3069250601,2648,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0907,ds20181001,369315.59819117107,1037,1405429.01282065,5972,ds20181001-0907,ds20181001-0907,organoid,3B,43,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0907,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.5705265919572473,368394.6021552473,2759,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0908,ds20181001,270732.0013531573,1348,1120090.76686457,7964,ds20181001-0908,ds20181001-0908,organoid,3B,44,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0908,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.5243696942205486,270859.75364145724,3510,2,4,4,4,5,6,6,6,5,5,8
ds20181001-0909,ds20181001,732975.2541650422,1366,2936181.24817305,7779,ds20181001-0909,ds20181001-0909,organoid,3B,45,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0909,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.633976107478399,729297.8284110556,3456,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0910,ds20181001,769282.1433758817,1346,3073874.1720811,7872,ds20181001-0910,ds20181001-0910,organoid,3B,46,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0910,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.5135895871856768,768864.1292549593,3351,1,3,3,3,3,3,2,1,9,10,3
ds20181001-0911,ds20181001,852159.7192881065,1532,3221162.43133518,8893,ds20181001-0911,ds20181001-0911,organoid,3B,47,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0911,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.6887130665528669,851157.8064394103,4350,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0912,ds20181001,792842.6857136678,1178,3086903.59886939,6539,ds20181001-0912,ds20181001-0912,organoid,3B,48,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0912,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.43136253634239424,790669.9901497954,3165,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0913,ds20181001,506030.85068682686,1620,1548542.72137445,8424,ds20181001-0913,ds20181001-0913,organoid,3B,49,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0913,PE,3,12,5,5,5,6,7,5,7,4,12,NA,0.10200297869036681,504338.27775524225,4754,3,5,5,5,6,7,7,7,6,6,12
ds20181001-0914,ds20181001,530578.4337527526,1222,2197611.59405788,7352,ds20181001-0914,ds20181001-0914,organoid,3B,50,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0914,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.8031325153713383,529506.3705051272,3257,0,2,1,1,1,0,1,0,0,0,2
